Rb;Istraživači;Predmet;NPP;Razred;Udžbenik;Lekcija;Negativni oblici ponašanja;Navedite šta;Univerzalne vrijednosti;Navedite šta;Partikularizacija vrijednosti;Sadržaji;Načini;Indikator 1;Aktivno učenje;Ne nudi se mogućnost diskusije;Indikator 2 ;Rješavanje problema;Puko pamćenje činjenica ;Indikator 3;Multiperspektivni pristup;Pristup samo jedne perspektive;Indikator 4;Diferencirani prikazi;Stereotipni prikazi;Napomena/komentar na lekciju
25;NI/NV;Jezik i književnost;B;7;JIK5;Vanjka;Da;izrabljivanje, obespravljenost djece;Da;jednakost, solidarnost NI-101-6, odgovornost NI-98, pravda, sloboda, jednakost;Ne;;;1;;(101-4), (101-5), (102-1) / (98);1;;(101-3), (101-6) / (101) vanjkina sudbina, nažalost, djelilo je još mnogo ruske djece… (101). Aktivizam. Ne ulazi se u razloge obespravljenosti djece;0;;;0;;;(NV) znaš li ti neki slučaj kršenja dječijih prava u tvojoj okolini? (98)
26;NI/NV;Jezik i književnost;B;7;JIK5;Ibrahim-begov ćošak;Da;represija, neravnopravnost;Da;pravda, sloboda, jednakost, solidarnost, odgovornost;Da;tradicija, prošlost, patrijarhat, porijeklo;indukcija;2;;(103), (106-1) kreativan rad - pročitati cijelu priču / ne raspravlja se o istorijskim činjenicama;2;;(105-1) đacima se postavlja pitanje za dio priče koje autorice nisu uvrstile u odlomak u čitanci, (105-2), (105-4). Uz primjer +(105-3) / ne definiše se ideja priče, ne ulazi se u motivaciju likova, ne odredi se rpoblem;2;;ne uzima se u obzir opravdanost urbanističkog uređenja grada) 106;0;;;"(NV) Gost u razredu: beg. (Glumac odjeven u begovsko odijelo) Saznajte od vašeg gosta ponešto o vremenu aga i begova, o njihovom položaju u društvu, načinu života, bogatstvu, ugledu... (103) 1. Zašto bi glumac to znao? Zašto bi se spremio za tu ulogu? Nerealno, neizvodljivo. 2. Zašto se angažuje glumac samo za prikaz vremena aga i begova? ""Srpksa"" književnost kao link na bošnjačku tradiciju. 3. Jesu li svi age i begovi bili bogati i ugledni? Uljepšavanje prošlosti. Kreiranje ""zlatnog doba"" nacionalne kulture.
Kako Ibrahim-beg rješava ovu svoju životnu dramu? Ako izgubio svoje porijeklo, da li je s njim nestao i i Ibrahim-begov ponos? (106) Složena motivacija svodi se samo na pitanje porijekla, ali ne i lične odgovornosti
"
27;NI/NV;Jezik i književnost;B;7;JIK5;Sadako hoće živjeti;Da;rat, nuklearno oružje;Da;mir NI-110-2, NI-111-3;Ne;;;2;;prepričava se sadržaj odlomka . Uz primjer + (110-2);2;;(110-1), (111-1), (111-2) na osnovu odlomka traži se od đaka da razgovaraju o romanu / ne postavlja se problem, roman je historijski a istorijom se čitanka ne bavi;0;;;2;;111;(NV) Napišite, nacrtajte antiratne poruke... (...) Pošaljite ih u  novine za odrasle, jer odrasli i vode ratove. (111) Stereotip, uopštavanje. Ne vode svi odrasli ratove, najveći broj odraslih je žrtva ratova. 
28;NI/NV;Jezik i književnost;B;7;JIK5;Prva plovidba Jamesa Kuka;Ne;;Ne;;Ne;;;0;;;2;;(115-1), (115-2, 3) ovo književno djelo nije putopis, čak i način kako su definirale putopis opovrgava tvrdnju da đaci uče o putopisu na osnovu ovog djela;0;;;0;;;
29;NI/NV;Jezik i književnost;B;7;JIK5;Čistač obuće;Ne;;Da;saradnja, altruizam, odgovornost, solidarnost;Ne;;;2;;"(121-1) formalni kreativni rad; sve se radi u okviru redovne analize književnog djela";1;;(120-1), (120-2), (120-3) / pitanja u interpretaciji, 120;2;;120;0;;;"(NV) Mudri čovjek Zig Ziglar rekao je: ""U životu mođemo ostvariti sve što želimo, ako dovoljnom broju ljudi pomognemo da ostvare sve što žele"". (120) Ko je Zig Ziglar, zašto je mudar, kad ova rečenica nije mudra; ona je propovjednčka, motivirajuća, zagovaračka, ali ne i mudra. Šta je mudrost? "
30;NI/NV;Jezik i književnost;B;7;JIK5;Grmljavina stada;Da;nasilje, rat ;Ne;;Ne;;;2;;"(126-3), (127) oba označena dijela su direktno prepisana iz teksta u linku; nije naveden izvor. http://ba.voanews.com/content/a-37-2006-03-27-voa5-85928907/1157569.html";2;;(126-1), (126-2) / ne postavlja se pitanje o razlozima napada;0;;;0;;;(NV) u odlomku je opisan napad na logor u kome su žene i djeca. Napadaju lovci, koji Indijancima oduzimaju teritoriju, i ubijaju bizone. Niti na jedan način udžbenik ne problematizira to nasilje. Pošto se radnja vestern romana smješta u dramatična i opasna mjesta (prerije, krajeve udaljene od civilizacije...) a događaji su neobični, nesvakidašnji, uzbudljivi i pustolovni, - ovaj roman možemo svrstati u pustolovni, avanturistički roman. (126) pogrešna definicija avanturističkog romana
31;NI/NV;Jezik i književnost;B;7;JIK5;Iz velegradskog podzemlja;Da;nasilje NI-129, alkoholizam;Da;odgovornost;Ne;;;2;;131;2;;(132-1) / ne psotavlaj se jasno pitanje o stavu Vrag odnio siromaštv. Socijalni aspekt priče je zapostavljen. Uz primjer + rasprava o opraštanju;2;;(128-1);0;;;
32;NI/NV;Jezik i književnost;B;7;JIK5;Priča kapetana Frana Purporelosa;Da;represija;Da;odgovornost;Ne;;;2;;(136-1) nejasno pitanje, (136-2) / (136);2;;ne postavlja se problem neslobode u školi, prava djece i sl.;0;;;0;;;(NI) neka vrsta redukcije univerzalne vrijednosti postoji - ignoriše se u interpretaciji razgovor o školi a odlomak u najvećoj mjeri tematizira školstvo
33;NI/NV;Jezik i književnost;B;7;JIK5;Jazavac pred sudom;Da;represija;Da;jednakost, sloboda;Da;jezik (142);redukcija;2;;"(142-1, 2) đaci uopće ne mogu odgovoriti na ova pitanja samo na osnovu datog odlomka; potrebno je da pročitaju kompletno djelo. (143-1) nikakve veze s tekstom, tek tako naveden zadatak";2;;(142-3), (142-4), (143-2);2;;(142-5);2;;142;(NV) o Kočićevom jeziku dosta je pisano, a u namjeri da se ukaže na čvrstu povezanost pisva s jezikom rodnog tla.  (142) ko je pisac, gdje? Nametanje stereotipa
34;NI/NV;Jezik i književnost;B;7;JIK5;Pozorište /kazalište / teatar;Ne;;Da;umjetnost, stvaralaštvo;Da;porijeklo, kultura;redukcija NV-146;0;;;2;;(146-2), (147-1), (147-2), (148) potpuno nejasno šta rupčići rade u teatru sjenki;0;;;0;;;(NI) (146-1) ističe se premjijra prve bošnjačke opere, uopće se ne postavlja pitanje šta je to bošnjačka opeta, kakve premijere je narodno pozorište imal od 1946. do 2000. / (NV) prva bošnjačka opera… (145) isticanje jedne nacije. Ilustracije… (146) isticanje jedne nacije
38;NI/NV;Jezik i književnost;B;7;JIK5;Strip;Ne;;Da;odgovornost;Ne;;;2;;;2;;(149-1) ne samo da je informacija, nego je i neračna informacija, (149-2), (150-1);2;;;0;;;(NI) 150-2 autorice nude plakat filma Corto Maltese, a potpisuju da je to naslovnica stripa / (NV) ne zna se ko je autor stripa. Nema pitanja u vezi sa sadržajem
43;NI/NV;Jezik i književnost;B;7;JIK5;Film ;Ne;;Ne;;Ne;;;2;;(156-1);2;;(155) autorice hoće definirati reditelja, govore o kamerama. (156-2), (159-1), (161) ne zna se koji su kriteriji za izbog klasiak bh kinematografije, proizvoljno navedeni filmovi;2;;;0;;;
53;NI/NV;Jezik i književnost;B;7;JIK5;Ruka na kosi;Ne;;Ne;;Ne;;;2;;;2;;(164) pitanje koje sugeriše odgovor;2;;;0;;;
54;NI/NV;Jezik i književnost;B;7;JIK5;Gromovo đule;Ne;;Ne;;Ne;;;2;;;2;;(165-1), (165-2) ne može se odgovoriti na pitanje bez da je cijela ptiča navedena;2;;;0;;;"(NI) ova priča je u NPP-u za 6. razred; nejasno je zašto bi odlomak iz te priče trebao biti motivacija za čitanje kompletne zbirke pripovjedaka  / (NV) u teškim trenutcima ljud se često obraćaju Bogu i traže zaštitu svoje porodice idoma. (165) Ne svi ljudi. iskaz koji je isključiv, i netačan. ne problematizuje se veza ljudskog straha sa svetim knjigama, i vjera koja se obraća Bogu samo u strahu"
55;NI/NV;Jezik i književnost;B;7;JIK5;Srebrne svirale;Ne;;Ne;;Ne;;;2;;;2;;;2;;;0;;;
56;NI/NV;Jezik i književnost;B;7;JIK5;Sportski život letećeg Martina;Ne;;Ne;;Ne;;;2;;(167) nejasno postavljen zadatak;2;;;2;;;0;;;(NI/NV) u cijelom ovom odlomku lektirni kutak
57;NI/NV;Jezik i književnost;B;7;JIK5;Na kraju grada;Ne;;Ne;;Ne;;;2;;;2;;;2;;;0;;;
58;NI/NV;Jezik i književnost;B;7;JIK5;Strepnja ;Ne;;Ne;;Ne;;;2;;;2;;169;2;;;0;;;
59;NI/NV;Jezik i književnost;B;7;JIK5;Nosač Samuel;Ne;;Ne;;Ne;;;2;;"(170-1) nema mogućnosti diskusije, a i ove označene rečenice često se pojavljuju na Web stranicama; nije vidljiv izvor odakle su svi preuzli ovaj dio.";2;;(170-2);2;;;0;;;
60;NI/NV;Jezik i književnost;B;7;JIK5;Kraljević i prosjak;Ne;;Ne;;Ne;;;2;;;2;;;2;;;0;;;
61;NI/NV;Jezik i književnost;B;7;JIK5;Sretni princ;Ne;;Ne;;Ne;;;2;;;2;;;2;;;0;;;
62;NI/NV;Jezik i književnost;B;7;JIK5;Maturalac;Ne;;Ne;;Ne;;;2;;;2;;;2;;;0;;;
63;NI/NV;Jezik i književnost;B;7;JIK5;Indeks pojmova;Ne;;Ne;;Ne;;;2;;;2;;;2;;;0;;;
1;DŠ/AS;Jezik i književnost;S;9;JIKg40;Jezik – najsavršenije sredstvo komunikacije;Ne;;Ne;;Ne;;;2;;;2;;;0;;AS-5;0;;;(DŠ) Nema pitanja ni zadataka. U pitanju je samo izlaganje.   (AS) Isključivo teorijski pristup. Perspektiva autora - str. 5.
2;DŠ/AS;Jezik i književnost;S;9;JIKg40;Prateća nejezička sredstva govorne komunikacije: gestovi i mimika;Ne;;Ne;;Ne;;;2;;;2;;;0;;;0;;;(DŠ) Kao i u prethodnoj lekciji. (AS) Isključivo teorijski pristup. Perspektiva autora.
3;DŠ/AS;Jezik i književnost;S;9;JIKg40;Društvena uslovljenost razvoja jezika;Ne;;Ne;;Ne;;;2;;;2;;;0;;;0;;;(DŠ) Kao i u prethodnoj lekciji.  (AS) Isključivo teorijski pristup. 
4;DŠ/AS;Jezik i književnost;S;9;JIKg40;Savršenstvo jezika;Ne;;Ne;;Ne;;;1;DŠ-11, AS-11-1;;2;;;0;;;0;;;(AS) Isključivo teorijski pristup. Perspektiva autora.
5;DŠ/AS;Jezik i književnost;S;9;JIKg40;Srpski jezik u porodici slovenskih jezika ;Ne;;Da;jednakost AS-12;Da;jezik;ignorancija DŠ-12, DŠ-13;2;;AS-12, AS-13;2;;;0;;;0;;;(DŠ) Ignorancija, str. 12, 13 U prvoj tabeli nije spomenut kašupski kao jedan od zapadnoslavenskih jezika, a umjesto bosanski napisano je bošnjački. Također se ignoriše činjenica da je crnogorski jezik ima svoju normu.  (AS) Ignorancija, str. 12, 13 koristi se termin: BOŠNJAČKI JEZIK što nije po Ustavu BiH .
6;DŠ/AS;Jezik i književnost;S;9;JIKg40;Slovenački jezik;Ne;;Ne;;Ne;;;1;DŠ-16, DŠ-17, AS-17-1, AS-17-2;;2;;;0;;;0;;;
7;DŠ/AS;Jezik i književnost;S;9;JIKg40;Makedonski jezik ;Ne;;Ne;;Ne;;;1;DŠ-21, AS-21-1, AS-21-2;;2;;;0;;;0;;;
8;DŠ/AS;Jezik i književnost;S;9;JIKg40;Narječja i dijalekti srpskoga jezika ;Ne;;Ne;;Ne;;;2;;;2;;;0;;;0;;;(DŠ) Nema pitanja ni zadataka. (AS) U lekciji nema niti pitanja niti zadataka.
9;DŠ/AS;Jezik i književnost;S;9;JIKg40;Štokavski dijalekti i norma srpskoga književnog jezika ;Ne;;Da;jednakost;Da;jezik DŠ-29;ignorancija, insinuacija DŠ-29;2;;;2;;;0;;;2;;DŠ-29;(DŠ) Ignorancija, insinuacija, str. 29 - Govoreći o istočnoherceg. Dijalektu autori kažu da je njemu pripadalo cijelo srpsko stanovništvo „bivše BiH“). Dakle, negira se postojanje države što uvođenje političkog govora u udžbenik o jeziku. U tekstu se insinuira da je dubrovačka književna tradicija zapravo srpska (str. 30) (AS) Partikularizacija -  jezik, str. 29: „uostalom, tu spada cijelo srpsko stanovništvo bivše BiH“. Str. 29 stereotipni način prikazivanja jezika.
10;DŠ/AS;Jezik i književnost;S;9;JIKg40;Razvoj srpskog knjiženog jezika do XIX vijeka (do Vuka Karadžića);Ne;;Da;jednakost ;Da;jezik, prošlost DŠ-32, DŠ-33;ignorancija, insinuacija DŠ-32, AS-34-2;2;;;2;;;0;;;2;;DŠ-33, AS-33;"(DŠ) Ignorancija, insinuacija, str. 32 Kaže se da je Povelja Kulina bana napisana „na čistom srpskom narodnom jeziku“; ignoriše se činjenica da je to i bosanski srednjovjekovni spomenik. - str. 33 Kaže se da je srednjem vijeku bilo „dosta i Srba koji su bili katoličke vjere“, a onda se spominje književnost Dubrovnika i  Dalmacije čime se insinuira da je i ta književnost srpska. (AS) Partkiluarizacija - jezik, prošlost, str. 32, 33
Primjer 1: „...pisani na čistom srpskom jeziku. Najstariji sačuvani takav tekst jeste Povelja Kulina bana iz 1189.“ 
Primjer 2: „dosta i Srba koji su bili katoličke vjere“
Ignoracnija - Str. 34. Primjer 2: Ignoriše se postojanje ideje Ilirskog pokreta i saradnje Vuka Karadžića s njima na stvaranju standardnog jezika. Stereotipni prikazi - str. 33 prikaz balkanskog tla kao praiskonskog srpskog tla-
"
11;DŠ/AS;Jezik i književnost;S;9;JIKg40;Stvaranje srpskog književnog jezika – Vukova reforma srpskog jezika i pravopisa;Ne;;Ne;;Ne;;;2;;;2;;;0;;;0;;;(DŠ) U pitanju je samo tekst bez pitanja i zadataka. (AS) Čisto teorijski pristup.
12;DŠ/AS;Jezik i književnost;S;9;JIKg40;Vuk – reformator srpskoga jezika i pravopisa;Ne;;Ne;;Ne;;;2;;;2;;;0;;;0;;;(DŠ) Kao i u prethodnoj lekciji.  
13;DŠ/AS;Jezik i književnost;S;9;JIKg40;1818. godina ;Ne;;Ne;;Ne;;;2;;;2;;;0;;;0;;;(DŠ) Kao i u prethodnoj lekciji. 
14;DŠ/AS;Jezik i književnost;S;9;JIKg40;1836. godina ;Ne;;Ne;;Ne;;;2;;;2;;;0;;;0;;;(DŠ) Kao i u prethodnoj lekciji.
15;DŠ/AS;Jezik i književnost;S;9;JIKg40;1839. godina;Ne;;Ne;;Ne;;;2;;;2;;;0;;;0;;;(DŠ) Kao i u prethodnoj lekciji. 
16;DŠ/AS;Jezik i književnost;S;9;JIKg40;1847. - Godina Vukove pobjede ;Ne;;Ne;;Ne;;;2;;;2;;;0;;;0;;;(DŠ) Kao i u prethodnoj lekciji. (AS)
17;DŠ/AS;Jezik i književnost;S;9;JIKg40;1850. godina – Bečki dogovor ;Ne;;Da;jednakost ;Ne;jezik DŠ-41, jezik, prošlost AS-41-1;insinuacija DŠ-41;2;;;2;;;0;;;2;;;(AS) Insinuacija, str. 41: „... a muslimani (koji sada sebe nazivaju Bošnjacima) nazvali su ga bosanski (bošnjački), dok su Srbi...“
18;DŠ/AS;Jezik i književnost;S;9;JIKg40;Akcenat u srpskom književnom jeziku (Obnavljanje, proširivanje i sistematizacije);Ne;;Ne;;Ne;;;2;;;2;;;0;;;0;;;
19;DŠ/AS;Jezik i književnost;S;9;JIKg40;Riječi bez akcenta: enklitike i proklitike;Ne;;Ne;;Ne;;;2;;;2;;;0;;;0;;;
20;DŠ/AS;Jezik i književnost;S;9;JIKg40;Poslijeakcenatske dužine ;Ne;;Ne;;Ne;;;2;;;2;;;0;;;0;;;
21;DŠ/AS;Jezik i književnost;S;9;JIKg40;Genitivni znak;Ne;;Ne;;Ne;;;2;;;2;;;0;;;0;;;
22;DŠ/AS;Jezik i književnost;S;9;JIKg40;"Glasovne promjene (Obnavljanje i sistematizacije) Jednačenje suglasnika (konsonanata) po zvučnosti
";Ne;;Ne;;Ne;;;2;;;2;;;0;;;0;;;(AS) U kompletnom poglavlju nema niti jednog zadatka, pitanja, vježbi za utvrđivanje stečenog znanja. O razvoju kritičke svijesti, kreativnosti, drugačijeg pristupa i sl. uopće ni u nakani nema. 
23;DŠ/AS;Jezik i književnost;S;9;JIKg40;Jednačenje suglasnika (konsonanata po mjestu tvorbe;Ne;;Ne;;Ne;;;2;;;2;;;0;;;0;;;
24;DŠ/AS;Jezik i književnost;S;9;JIKg40;Palatalizacija ;Ne;;Ne;;Ne;;;2;;;2;;;0;;;0;;;
25;DŠ/AS;Jezik i književnost;S;9;JIKg40;Sibilarizacija;Ne;;Ne;;Ne;;;2;;;2;;;0;;;0;;;
26;DŠ/AS;Jezik i književnost;S;9;JIKg40;Jotovanje ;Ne;;Ne;;Ne;;;2;;;2;;;0;;;0;;;
27;DŠ/AS;Jezik i književnost;S;9;JIKg40;Prelazak L u O;Ne;;Ne;;Ne;;;2;;;2;;;0;;;0;;;
28;DŠ/AS;Jezik i književnost;S;9;JIKg40;Gubljenje suglasnika;Ne;;Ne;;Ne;;;2;;;2;;;0;;;0;;;
29;DŠ/AS;Jezik i književnost;S;9;JIKg40;Nepostojano A;Ne;;Ne;;Ne;;;2;;;2;;;0;;;0;;;
30;DŠ/AS;Jezik i književnost;S;9;JIKg40;Asimilacija samoglasnika;Ne;;Ne;;Ne;;;2;;;2;;;0;;;0;;;(DŠ) Iako su tekstovi o glasovnim promjenama informativni, nema nijednog pitanja niti zadatka.   (AS)
31;DŠ/AS;Jezik i književnost;S;9;JIKg40;Tvorba riječi (obnavljanje, proširivanje, sistematizacija);Ne;;Ne;;Ne;;;1;DŠ-57, DŠ-58, AS-57-1;;2;;;0;;;0;;;"(AS) Aktivno učenje - str. 57, primjer 1, Utvrđivanje znanja se radi na tekstu preuzetom iz čitanke, ali se ne povezuje sadržaj, tj. analiza teksta sa znanjem iz gramatike. 
"
32;DŠ/AS;Jezik i književnost;S;9;JIKg40;Načini tvorbe riječi Izvođenje (derivacija);Ne;;Ne;;Ne;;;1;DŠ-62, AS-62-1;;2;;;0;;;0;;;
33;DŠ/AS;Jezik i književnost;S;9;JIKg40;Slaganje (kompozicija);Ne;;Ne;;Ne;;;2;;;2;;;0;;;0;;;
34;DŠ/AS;Jezik i književnost;S;9;JIKg40;Kombinacija tvorba (kombinovano grašenje);Ne;;Ne;;Ne;;;2;;;2;;;0;;;0;;;
35;DŠ/AS;Jezik i književnost;S;9;JIKg40;Pretvaranje (preobrazovanje);Ne;;Ne;;Ne;;;2;;;2;;;0;;;0;;;
36;DŠ/AS;Jezik i književnost;S;9;JIKg40;Pisanje složenica i polusloženica;Ne;;Ne;;Ne;;;2;;;2;;;1;;;0;;;
37;DŠ/AS;Jezik i književnost;S;9;JIKg40;Promjenljive i polupromjenljive vrste riječi (Obnavljanje, proširivanje, sistematizacija);Ne;;Ne;;Ne;;;1;DŠ-72;;2;;;0;;;0;;;(AS) Str. 72 autori koriste književni tekst kao osnovu za utvrđivanje i proširivanje znanja, ali ne na način da kroz analizu utvrde kako upotreba određenih vrsta riječi oblikuje značenja. 
38;DŠ/AS;Jezik i književnost;S;9;JIKg40;Nepromjenljive vrste riječi;Ne;;Ne;;Ne;;;2;;;2;;;0;;;0;;;"(DŠ) Samo tekst; nema pitanja ni zadataka. (AS)"
39;DŠ/AS;Jezik i književnost;S;9;JIKg40;Gramatičke osobine imenskih riječi (Obnavljanje i sistematizacija);Ne;;Ne;;Ne;;;2;;;2;;;0;;;0;;;
40;DŠ/AS;Jezik i književnost;S;9;JIKg40;Značenja i funkcija padeža (Obnavljanje, proširivanje ;Ne;;Ne;;Ne;;;2;;;2;;;0;;;0;;;"(AS) Iako je u pitanju lekcija gdje je naglašeno kako se radi o ponavljanju, proširivanju i sistematizaciji ranije stečenog znanja, u cijelom poglavlkju uopće nema pitanja i zadataka.
Jedini zadatak je na str. 89 vrlo štur i nezanimljiv, pisan malim slovima pa se stiče dojam kako je nebitan. 
"
41;DŠ/AS;Jezik i književnost;S;9;JIKg40;Nezavisni padeži – Nominativ;Ne;;Ne;;Ne;;;2;;;2;;;0;;;0;;;
42;DŠ/AS;Jezik i književnost;S;9;JIKg40;Vokativ;Ne;;Ne;;Ne;;;2;;;2;;;0;;;0;;;
43;DŠ/AS;Jezik i književnost;S;9;JIKg40;"Zavisni padeži 
Genitiv
";Ne;;Ne;;Ne;;;2;;;2;;;0;;;0;;;
44;DŠ/AS;Jezik i književnost;S;9;JIKg40;Dativ;Ne;;Ne;;Ne;;;2;;;2;;;0;;;0;;;
45;DŠ/AS;Jezik i književnost;S;9;JIKg40;Akuzativ;Ne;;Ne;;Ne;;;2;;;2;;;0;;;0;;;
46;DŠ/AS;Jezik i književnost;S;9;JIKg40;Instrumental;Ne;;Ne;;Ne;;;2;;;2;;;0;;;0;;;
47;DŠ/AS;Jezik i književnost;S;9;JIKg40;Lokativ;Ne;;Ne;;Ne;;;1;DŠ-89;;2;;;0;;;0;;;(DŠ) Svim lekcijama o padežima nedostaju pitanja i konkretni zadaci. (AS)
48;DŠ/AS;Jezik i književnost;S;9;JIKg40;Sinonimija padežnih oblika ;Ne;;Ne;;Ne;;;2;;;2;;;0;;;0;;;(DŠ) Informativan tekst, ali bez pitanja i zadataka. (AS) Str 90 Data su pitanja koja se tiču sadržaja teksta i piščevih tehnika, no uopće nisu povezana sa sadržajem lekcije.
49;DŠ/AS;Jezik i književnost;S;9;JIKg40;Sinonimija kvalitativnog genitiva i instrumentala ;Ne;;Ne;;Ne;;;2;;;2;;;0;;;0;;;(DŠ)
50;DŠ/AS;Jezik i književnost;S;9;JIKg40;Glagoli (Obnavljanje, proširivanje, sistematizacija);Ne;;Ne;;Ne;;;2;;;2;;;0;;;0;;;(AS) Iako je u pitanju lekcija gdje je naglašeno kako se radi o ponavljanju, proširivanju i sistematizaciji ranije stečenog znanja, u cijelom poglavlkju uopće nema pitanja i zadataka.
51;DŠ/AS;Jezik i književnost;S;9;JIKg40;Sinonimija glagolskih oblika ;Ne;;Ne;;Ne;;;2;;;2;;;0;;;0;;;(DŠ) Nema pitanja ni zadataka. 
52;DŠ/AS;Jezik i književnost;S;9;JIKg40;Sinonimija glagolskih oblika pri obilježavanju prošlosti . Pripovjedačka upotreba glagolskih vremena ;Ne;;Ne;;Ne;;;1;AS-106-1;;2;;;0;;;0;;;
53;DŠ/AS;Jezik i književnost;S;9;JIKg40;Sinonimija glagolskih oblika pri obilježavanju budućnosti ;Ne;;Ne;;Ne;;;2;;;2;;;0;;AS-111-1;0;;;(AS) Umjesto pitanja, autpri iznose zaključke.
54;DŠ/AS;Jezik i književnost;S;9;JIKg40;Pisanje stranih riječi;Ne;;Ne;;Ne;;;2;;;2;;;0;;AS-117-1;0;;;(AS) Umjesto pitanja, autpri iznose zaključke.
55;DŠ/AS;Jezik i književnost;S;9;JIKg40;Upotreba velikog slova (Obnavljanje i sistematizacija);Ne;;Da;jednakost;Da;teritorija, porijeklo DŠ-121, DŠ-122;ignorancija, redukcija DŠ-121, DŠ-122 ;2;;;2;;;0;;;2;;DŠ-121, DŠ-122;"(AS) Partikularizacija - , teritorija, porijeklo (zajedničko) str. 121, 122, stiče se dojam da je Republika srpska dio Srbije. Ignorancija, redukcija, str. 121, 122 Primjeri se uglavnom tiču naziva institucija iz Republike Srpske ili Srbije; imena ulica i događaja također, kao i vlastita imena koja su isključivo imena uobičajna kod Srba.
"
56;DŠ/AS;Jezik i književnost;S;9;JIKg40;Interpunkcijski i pravopisni znaci (Obnavljanje i sistematizacija);Ne;;Ne;;Ne;;;2;;;2;;;0;;;0;;;(AS) Iako je u pitanju lekcija gdje je naglašeno kako se radi o ponavljanju, proširivanju i sistematizaciji ranije stečenog znanja, u cijelom poglavlkju uopće nema pitanja i zadataka, ikakvih!
57;DŠ/AS;Jezik i književnost;S;9;JIKg40;"Pisanje skraćenica 
Skraćenice pisane malim slovima 
";Ne;;Ne;;Ne;;;2;;;2;;;0;;;0;;;
